Gene stable ID	UniProtKB/Swiss-Prot ID
ENSMUSG00000032312	
ENSMUSG00000021338	Q6EDY6
ENSMUSG00000114245	
ENSMUSG00000050043	Q9D710
ENSMUSG00000110277	
ENSMUSG00000080717	
ENSMUSG00000027399	P01582
ENSMUSG00000033021	Q922H4
ENSMUSG00000074569	Q3V3K7
ENSMUSG00000058655	Q8BGD9
ENSMUSG00000074569	
ENSMUSG00000058655	
ENSMUSG00000067722	Q6RUT7
ENSMUSG00000033021	
ENSMUSG00000009733	Q9ERA0
ENSMUSG00000040565	
ENSMUSG00000024222	Q64378
ENSMUSG00000019948	
ENSMUSG00000049300	Q6NZB1
ENSMUSG00000021981	Q9DB16
ENSMUSG00000078903	
ENSMUSG00000024222	
ENSMUSG00000024386	P33587
ENSMUSG00000021981	
ENSMUSG00000038366	Q61792
ENSMUSG00000050751	
ENSMUSG00000094784	
ENSMUSG00000050751	D3YZI9
ENSMUSG00000024386	
ENSMUSG00000051098	Q8BL86
ENSMUSG00000090634	
ENSMUSG00000051098	
ENSMUSG00000061524	
ENSMUSG00000037239	
ENSMUSG00000001098	Q922M3
ENSMUSG00000027502	Q99K95
ENSMUSG00000001098	
ENSMUSG00000078901	
ENSMUSG00000015443	
ENSMUSG00000073490	
ENSMUSG00000031493	
ENSMUSG00000025885	
ENSMUSG00000031493	Q80WJ1
ENSMUSG00000022450	Q9CQZ5
ENSMUSG00000032313	Q8BZB3
ENSMUSG00000022450	
ENSMUSG00000073915	
ENSMUSG00000115768	
ENSMUSG00000031901	
ENSMUSG00000035239	Q9JMH7
ENSMUSG00000090713	
ENSMUSG00000073914	
ENSMUSG00000115483	
ENSMUSG00000058546	P62751
ENSMUSG00000032089	Q61727
ENSMUSG00000074570	Q08EC4
ENSMUSG00000015441	P08883
ENSMUSG00000032089	
ENSMUSG00000045969	Q9QXV3
ENSMUSG00000050335	
ENSMUSG00000002846	Q8BUY5
ENSMUSG00000045969	
ENSMUSG00000039294	Q3TYS2
ENSMUSG00000074570	
ENSMUSG00000025266	Q6PGG6
ENSMUSG00000025266	
ENSMUSG00000038463	Q3V1G4
ENSMUSG00000031901	Q9D7B1
ENSMUSG00000039294	
ENSMUSG00000095799	
ENSMUSG00000050538	
ENSMUSG00000051390	
ENSMUSG00000029920	
ENSMUSG00000002068	Q61457
ENSMUSG00000026271	
ENSMUSG00000059355	Q6ZWX0
ENSMUSG00000002068	
ENSMUSG00000073489	P0DOV2
ENSMUSG00000026271	Q9ES90
ENSMUSG00000059355	
ENSMUSG00000051390	Q9Z0G7
ENSMUSG00000066952	
ENSMUSG00000066952	Q9D6A1
ENSMUSG00000095384	
ENSMUSG00000029603	Q61010
ENSMUSG00000024308	
ENSMUSG00000060038	Q3TXU5
ENSMUSG00000019437	Q99JT6
ENSMUSG00000019437	
ENSMUSG00000032098	Q9JLT2
ENSMUSG00000060038	
ENSMUSG00000032098	
ENSMUSG00000023991	Q9DBY0
ENSMUSG00000020260	Q8VHI3
ENSMUSG00000029920	Q04692
ENSMUSG00000020260	
ENSMUSG00000115067	
ENSMUSG00000028621	B1AS42
ENSMUSG00000115067	Q8C255
ENSMUSG00000044186	P43688
ENSMUSG00000037605	
ENSMUSG00000028621	
ENSMUSG00000045538	Q9CWT6
ENSMUSG00000079029	
ENSMUSG00000042043	P48428
ENSMUSG00000059189	
ENSMUSG00000039307	Q3U4H6
ENSMUSG00000042043	
ENSMUSG00000023991	
ENSMUSG00000025727	
ENSMUSG00000079324	
ENSMUSG00000047050	
ENSMUSG00000032186	Q9JKK7
ENSMUSG00000053687	Q8C255
ENSMUSG00000021685	O09113
ENSMUSG00000024308	Q9R233
ENSMUSG00000039307	
ENSMUSG00000041297	Q69ZA1
ENSMUSG00000031245	Q9JL35
ENSMUSG00000032186	
ENSMUSG00000034528	Q8VCR2
ENSMUSG00000028552	P42567
ENSMUSG00000028552	
ENSMUSG00000041297	
ENSMUSG00000034528	
ENSMUSG00000005150	Q9DAJ4
ENSMUSG00000000003	O08976
ENSMUSG00000028034	
ENSMUSG00000031898	Q9DA79
ENSMUSG00000000003	
ENSMUSG00000032999	
ENSMUSG00000005150	
ENSMUSG00000032314	Q99LC5
ENSMUSG00000078899	
ENSMUSG00000035211	Q3U3V8
ENSMUSG00000098678	
ENSMUSG00000029875	Q8BMK5
ENSMUSG00000038970	Q3TYD6
ENSMUSG00000040820	
ENSMUSG00000025169	Q9D136
ENSMUSG00000035211	
ENSMUSG00000020522	
ENSMUSG00000028034	Q91WJ8
ENSMUSG00000057444	
ENSMUSG00000037326	Q9JLG8
ENSMUSG00000027639	Q60710
ENSMUSG00000111700	
ENSMUSG00000037326	
ENSMUSG00000094701	
ENSMUSG00000045091	Q8CHJ2
ENSMUSG00000021996	Q9R0P3
ENSMUSG00000032715	Q8K4K2
ENSMUSG00000005124	O54775
ENSMUSG00000093847	
ENSMUSG00000027639	
ENSMUSG00000021996	
ENSMUSG00000040820	Q920N2
ENSMUSG00000005124	
ENSMUSG00000074240	Q0P523
ENSMUSG00000074847	
ENSMUSG00000079522	
ENSMUSG00000022061	P97436
ENSMUSG00000074240	
ENSMUSG00000028174	Q91ZQ5
ENSMUSG00000028174	
ENSMUSG00000035234	
ENSMUSG00000044121	
ENSMUSG00000094928	
ENSMUSG00000067360	
ENSMUSG00000015127	Q5FWH2
ENSMUSG00000068074	
ENSMUSG00000015127	
ENSMUSG00000021545	
ENSMUSG00000062181	Q8VCU1
ENSMUSG00000038250	Q8BW70
ENSMUSG00000027035	Q8C172
ENSMUSG00000062181	
ENSMUSG00000028068	
ENSMUSG00000021725	
ENSMUSG00000026663	F6VAN0
ENSMUSG00000027035	
ENSMUSG00000073386	
ENSMUSG00000021725	Q3UD82
ENSMUSG00000035227	Q9CYN2
ENSMUSG00000017929	Q9JMK0
ENSMUSG00000035227	
ENSMUSG00000017929	
ENSMUSG00000029427	Q9CYA6
ENSMUSG00000070336	A2A6H3
ENSMUSG00000023791	Q99LV7
ENSMUSG00000029427	
ENSMUSG00000029275	
ENSMUSG00000035234	Q8BPZ8
ENSMUSG00000033033	Q8VEC4
ENSMUSG00000033033	
ENSMUSG00000046722	Q8BHL7
ENSMUSG00000026659	
ENSMUSG00000043323	
ENSMUSG00000046722	
ENSMUSG00000037129	
ENSMUSG00000059361	Q5HZK2
ENSMUSG00000089669	
ENSMUSG00000021357	Q9D4H1
ENSMUSG00000020520	Q6P9S7
ENSMUSG00000061104	
ENSMUSG00000091174	
ENSMUSG00000026659	Q9D0T2
ENSMUSG00000023791	
ENSMUSG00000020520	
ENSMUSG00000010751	Q9ER62
ENSMUSG00000076430	Q8K572
ENSMUSG00000038766	P81069
ENSMUSG00000031979	Q921L5
ENSMUSG00000031979	
ENSMUSG00000034064	Q8BYB9
ENSMUSG00000026497	Q9WUI0
ENSMUSG00000032108	
ENSMUSG00000090738	
ENSMUSG00000038766	
ENSMUSG00000027505	
ENSMUSG00000010751	
ENSMUSG00000098847	
ENSMUSG00000028864	Q08048
ENSMUSG00000053192	P97783
ENSMUSG00000007989	Q61086
ENSMUSG00000045362	
ENSMUSG00000031980	
ENSMUSG00000026499	
ENSMUSG00000023011	Q8K097
ENSMUSG00000036602	
ENSMUSG00000042243	
ENSMUSG00000036602	Q8C8B0
ENSMUSG00000046982	Q5DTH5
ENSMUSG00000060560	Q8R0W5
ENSMUSG00000025047	Q6NS46
ENSMUSG00000046982	
ENSMUSG00000045362	P83626
ENSMUSG00000015476	O35449
ENSMUSG00000032318	
ENSMUSG00000038664	
ENSMUSG00000032318	Q9CXV0
ENSMUSG00000049090	Q8BGC4
ENSMUSG00000049090	
ENSMUSG00000018752	
ENSMUSG00000019487	Q8CJ53
ENSMUSG00000050503	Q8C7B6
ENSMUSG00000019487	
ENSMUSG00000058420	Q920M7
ENSMUSG00000051977	Q96EQ9
ENSMUSG00000062400	Q925H3
ENSMUSG00000058420	
ENSMUSG00000054676	
ENSMUSG00000037098	Q8CHD8
ENSMUSG00000068073	
ENSMUSG00000102976	Q6NZF1
ENSMUSG00000057855	
ENSMUSG00000102976	
ENSMUSG00000021745	
ENSMUSG00000054676	Q8WUR0
ENSMUSG00000052271	Q9QYC3
ENSMUSG00000068071	
ENSMUSG00000051977	
ENSMUSG00000003813	
ENSMUSG00000029343	Q9WVJ5
ENSMUSG00000059113	
ENSMUSG00000022657	Q3U0X8
ENSMUSG00000029343	
ENSMUSG00000044227	
ENSMUSG00000032184	
ENSMUSG00000037013	
ENSMUSG00000068067	
ENSMUSG00000097328	O54907
ENSMUSG00000033739	O35450
ENSMUSG00000097328	
ENSMUSG00000033739	
ENSMUSG00000037613	
ENSMUSG00000091039	
ENSMUSG00000003813	P54726
ENSMUSG00000030447	Q7TMB8
ENSMUSG00000032705	Q8VEG4
ENSMUSG00000029314	
ENSMUSG00000058368	
ENSMUSG00000030447	
ENSMUSG00000037013	Q62280
ENSMUSG00000032705	
ENSMUSG00000062433	
ENSMUSG00000042015	
ENSMUSG00000000530	Q61288
ENSMUSG00000059632	O08633
ENSMUSG00000094410	D2EAC2
ENSMUSG00000000530	
ENSMUSG00000042015	Q3UDP0
ENSMUSG00000033751	Q9CR59
ENSMUSG00000090843	
ENSMUSG00000056706	Q9D3I6
ENSMUSG00000102049	D2EAC2
ENSMUSG00000091212	
ENSMUSG00000053226	Q76LW6
ENSMUSG00000048621	
ENSMUSG00000037613	Q9ER63
ENSMUSG00000031246	Q9JJU8
ENSMUSG00000031981	Q9D805
ENSMUSG00000031981	
ENSMUSG00000029314	Q8C0N2
ENSMUSG00000041650	
ENSMUSG00000035790	Q9CQA8
ENSMUSG00000029074	
ENSMUSG00000078350	
ENSMUSG00000051817	Q04890
ENSMUSG00000032310	P00186
ENSMUSG00000078350	P0C8K7
ENSMUSG00000023935	A2RRY8
ENSMUSG00000074682	Q8BPK2
ENSMUSG00000015829	Q8BYI9
ENSMUSG00000066621	Q80VP0
ENSMUSG00000021604	Q9QY61
ENSMUSG00000030452	Q9JJC8
ENSMUSG00000024223	Q80X86
ENSMUSG00000015829	
ENSMUSG00000056728	
ENSMUSG00000024223	
ENSMUSG00000044827	Q9EPQ1
ENSMUSG00000039361	Q7M6Y3
ENSMUSG00000030731	
ENSMUSG00000030549	Q9QXP0
ENSMUSG00000030452	
ENSMUSG00000091151	
ENSMUSG00000030549	
ENSMUSG00000048537	
ENSMUSG00000023932	Q6A068
ENSMUSG00000021130	Q9JJ61
ENSMUSG00000041650	Q91ZA3
ENSMUSG00000021130	
ENSMUSG00000028640	Q61312
ENSMUSG00000034532	Q9QZM9
ENSMUSG00000048537	Q6PDH0
ENSMUSG00000008028	D3Z070
ENSMUSG00000034532	
ENSMUSG00000008028	
ENSMUSG00000028640	
ENSMUSG00000015461	
ENSMUSG00000005474	
ENSMUSG00000029028	
ENSMUSG00000041625	Q923B0
ENSMUSG00000029028	Q505F5
ENSMUSG00000042279	Q8VIK3
ENSMUSG00000031983	Q8C3W1
ENSMUSG00000017756	Q9WVL3
ENSMUSG00000057406	Q8BVE8
ENSMUSG00000005474	Q62082
ENSMUSG00000041625	
ENSMUSG00000042279	
ENSMUSG00000031666	Q64700
ENSMUSG00000033316	
ENSMUSG00000048087	P50247
ENSMUSG00000031666	
ENSMUSG00000096372	
ENSMUSG00000039361	
ENSMUSG00000057406	
ENSMUSG00000032690	E9Q9A9
ENSMUSG00000022097	
ENSMUSG00000063810	Q8K4E0
ENSMUSG00000091477	
ENSMUSG00000063810	
ENSMUSG00000032690	
ENSMUSG00000032181	P47867
ENSMUSG00000032181	
ENSMUSG00000017756	
ENSMUSG00000094561	
ENSMUSG00000003039	Q9CR80
ENSMUSG00000020198	O54774
ENSMUSG00000048410	
ENSMUSG00000047636	Q8BQH6
ENSMUSG00000034931	A2A4P0
ENSMUSG00000047636	
ENSMUSG00000034931	
ENSMUSG00000020198	
ENSMUSG00000092210	
ENSMUSG00000027860	Q80Z96
ENSMUSG00000021537	O35648
ENSMUSG00000027860	
ENSMUSG00000095115	Q3UV16
ENSMUSG00000032011	P01831
ENSMUSG00000021537	
ENSMUSG00000032011	
ENSMUSG00000051998	Q8BHB3
ENSMUSG00000051998	
ENSMUSG00000020821	
ENSMUSG00000021606	
ENSMUSG00000021606	P52503
ENSMUSG00000109903	
ENSMUSG00000038738	D3YZU1
ENSMUSG00000021607	Q99N90
ENSMUSG00000038738	
ENSMUSG00000024122	Q9Z2A0
ENSMUSG00000024383	
ENSMUSG00000017652	
ENSMUSG00000024122	
ENSMUSG00000044349	
ENSMUSG00000051498	
ENSMUSG00000029111	Q8BG30
ENSMUSG00000020140	Q9Z1P4
ENSMUSG00000020140	
ENSMUSG00000094004	
ENSMUSG00000108748	
ENSMUSG00000041594	Q8BG19
ENSMUSG00000031667	
ENSMUSG00000091827	
ENSMUSG00000021226	Q9QYR9
ENSMUSG00000041594	
ENSMUSG00000028618	Q9QY73
ENSMUSG00000028618	
ENSMUSG00000095743	
ENSMUSG00000063225	
ENSMUSG00000075427	
ENSMUSG00000058643	
ENSMUSG00000031667	Q64362
ENSMUSG00000025076	P97864
ENSMUSG00000066030	Q7TPX8
ENSMUSG00000066030	
ENSMUSG00000040945	Q8BK67
ENSMUSG00000025076	
ENSMUSG00000021514	
ENSMUSG00000020821	O35071
ENSMUSG00000074268	P00688
ENSMUSG00000004415	Q91VF6
ENSMUSG00000040945	
ENSMUSG00000109293	
ENSMUSG00000046262	
ENSMUSG00000090129	
ENSMUSG00000028619	Q8R2M0
ENSMUSG00000028619	
ENSMUSG00000036880	Q8BWT1
ENSMUSG00000042672	Q059Y8
ENSMUSG00000036880	
ENSMUSG00000047977	Q8BI41
ENSMUSG00000044461	Q8QZV2
ENSMUSG00000089694	E0CYR6
ENSMUSG00000041354	Q61193
ENSMUSG00000046150	
ENSMUSG00000041354	
ENSMUSG00000038994	Q9QYL0
ENSMUSG00000034248	Q920G8
ENSMUSG00000051262	
ENSMUSG00000072949	O55137
ENSMUSG00000034248	
ENSMUSG00000072949	
ENSMUSG00000027641	Q64701
ENSMUSG00000040164	O35173
ENSMUSG00000056961	
ENSMUSG00000111409	Q8BUH7
ENSMUSG00000096508	
ENSMUSG00000053128	Q8BUH7
ENSMUSG00000025265	
ENSMUSG00000053128	
ENSMUSG00000025265	P52734
ENSMUSG00000042845	Q9JHY3
ENSMUSG00000053846	Q9WVG5
ENSMUSG00000001508	P82350
ENSMUSG00000034522	
ENSMUSG00000001508	
ENSMUSG00000025264	
ENSMUSG00000040154	
ENSMUSG00000032846	Q80TB7
ENSMUSG00000039706	O55203
ENSMUSG00000046434	
ENSMUSG00000026751	P33242
ENSMUSG00000051769	Q8BH89
ENSMUSG00000046434	P49312
ENSMUSG00000062328	
ENSMUSG00000035863	Q9Z0P4
ENSMUSG00000030092	
ENSMUSG00000039706	
ENSMUSG00000035863	
ENSMUSG00000074170	Q3TB82
ENSMUSG00000068184	
ENSMUSG00000018211	Q9JHY4
ENSMUSG00000036299	Q91WE4
ENSMUSG00000026692	Q8VHG0
ENSMUSG00000068184	Q59J78
ENSMUSG00000003814	P14211
ENSMUSG00000095528	
ENSMUSG00000026692	
ENSMUSG00000031885	Q08024
ENSMUSG00000040132	
ENSMUSG00000071180	Q3UTD9
ENSMUSG00000093968	
ENSMUSG00000032315	P00184
ENSMUSG00000021591	Q9QUH0
ENSMUSG00000020019	
ENSMUSG00000021591	
ENSMUSG00000033007	
ENSMUSG00000050383	
ENSMUSG00000033007	Q7TNS7
ENSMUSG00000020019	Q9JI33
ENSMUSG00000016998	P18419
ENSMUSG00000021728	
ENSMUSG00000049313	O88307
ENSMUSG00000074652	A2AQP0
ENSMUSG00000017652	P27512
ENSMUSG00000017003	F2Z472
ENSMUSG00000021728	P21995
ENSMUSG00000017000	
ENSMUSG00000024309	Q03958
ENSMUSG00000001419	
ENSMUSG00000024309	
ENSMUSG00000031508	
ENSMUSG00000001419	Q63943
ENSMUSG00000021589	Q9CTN4
ENSMUSG00000033294	Q8BHY2
ENSMUSG00000021589	
ENSMUSG00000031508	Q99LW0
ENSMUSG00000032076	Q8R5M8
ENSMUSG00000079494	Q9QXS8
ENSMUSG00000026219	G5E870
ENSMUSG00000041733	Q9CXI0
ENSMUSG00000079495	Q9JIY8
ENSMUSG00000022829	Q5DQR4
ENSMUSG00000026219	
ENSMUSG00000041733	
ENSMUSG00000045731	Q64387
ENSMUSG00000010066	Q6PHS9
ENSMUSG00000030092	Q9JMB8
ENSMUSG00000075284	Q8K1I7
ENSMUSG00000090272	
ENSMUSG00000032076	
ENSMUSG00000075284	
ENSMUSG00000090272	D0QMC3
ENSMUSG00000021820	Q923T9
ENSMUSG00000033595	Q8K406
ENSMUSG00000033595	
ENSMUSG00000056162	
ENSMUSG00000073633	Q9CQ24
ENSMUSG00000038084	P58281
ENSMUSG00000030423	Q9CR08
ENSMUSG00000030423	
ENSMUSG00000032010	O88623
ENSMUSG00000027859	P01139
ENSMUSG00000027859	
ENSMUSG00000054994	
ENSMUSG00000061740	
ENSMUSG00000078898	
ENSMUSG00000030004	Q9JIY7
ENSMUSG00000040669	
ENSMUSG00000038084	
ENSMUSG00000021820	
ENSMUSG00000040428	
ENSMUSG00000032010	
ENSMUSG00000056854	P62515
ENSMUSG00000045246	Q80XM3
ENSMUSG00000010066	
ENSMUSG00000033634	Q8CHQ9
ENSMUSG00000034689	
ENSMUSG00000010045	Q9WUH1
ENSMUSG00000052392	Q8BWN8
ENSMUSG00000029577	Q9ES34
ENSMUSG00000052392	
ENSMUSG00000002489	
ENSMUSG00000078897	
ENSMUSG00000037190	Q9WUE3
ENSMUSG00000021228	Q9QYR7
ENSMUSG00000036743	Q9CWH6
ENSMUSG00000029361	
ENSMUSG00000036743	
ENSMUSG00000078896	
ENSMUSG00000035852	Q9D279
ENSMUSG00000029577	
ENSMUSG00000021228	
ENSMUSG00000023336	
ENSMUSG00000037190	
ENSMUSG00000113475	
ENSMUSG00000002845	Q9CYC3
ENSMUSG00000022875	
ENSMUSG00000035852	
ENSMUSG00000094475	
ENSMUSG00000038324	Q9JLV2
ENSMUSG00000096770	P00688
ENSMUSG00000023336	Q9ESH5
ENSMUSG00000002845	
ENSMUSG00000036093	Q80ZU0
ENSMUSG00000095545	
ENSMUSG00000036775	
ENSMUSG00000094932	
ENSMUSG00000010057	Q9WUE4
ENSMUSG00000010057	
ENSMUSG00000044328	Q5F267
ENSMUSG00000023938	Q14CH7
ENSMUSG00000044328	
ENSMUSG00000021546	P61979
ENSMUSG00000028780	Q62181
ENSMUSG00000028780	
ENSMUSG00000022076	Q9JI74
ENSMUSG00000021313	E9Q401
ENSMUSG00000021313	
ENSMUSG00000027642	Q9DBG6
ENSMUSG00000010044	Q99ML0
ENSMUSG00000078889	
ENSMUSG00000027642	
ENSMUSG00000093931	P00688
ENSMUSG00000010044	
ENSMUSG00000026211	D3YYU8
ENSMUSG00000037300	
ENSMUSG00000027239	P12025
ENSMUSG00000021684	
ENSMUSG00000026211	
ENSMUSG00000078887	
ENSMUSG00000017291	Q5F2E8
ENSMUSG00000034739	Q8K480
ENSMUSG00000029361	Q9Z0J4
ENSMUSG00000036749	
ENSMUSG00000034739	
ENSMUSG00000036775	Q9WV68
ENSMUSG00000029433	Q9JIQ3
ENSMUSG00000024312	Q9Z0H1
ENSMUSG00000000686	Q5F2F2
ENSMUSG00000029433	
ENSMUSG00000000686	
ENSMUSG00000020919	P42232
ENSMUSG00000024312	
ENSMUSG00000021546	
ENSMUSG00000021684	E9Q4S1
ENSMUSG00000024224	Q3UW21
ENSMUSG00000051703	Q8BG75
ENSMUSG00000051703	
ENSMUSG00000010054	Q9WVF8
ENSMUSG00000089756	
ENSMUSG00000022408	
ENSMUSG00000017004	P30933
ENSMUSG00000017004	
ENSMUSG00000074627	
ENSMUSG00000010054	
ENSMUSG00000048485	
ENSMUSG00000096569	P00688
ENSMUSG00000036817	Q9D666
ENSMUSG00000029431	Q1RLK6
ENSMUSG00000026536	P0DOV1
ENSMUSG00000070360	
ENSMUSG00000114278	
ENSMUSG00000116376	
ENSMUSG00000032997	Q6IQX7
ENSMUSG00000036817	
ENSMUSG00000044456	P59729
ENSMUSG00000049235	
ENSMUSG00000044456	
ENSMUSG00000030553	
ENSMUSG00000040495	P32211
ENSMUSG00000032997	
ENSMUSG00000032291	P62965
ENSMUSG00000052384	Q8BMT4
ENSMUSG00000032376	Q91W36
ENSMUSG00000052384	
ENSMUSG00000109561	
ENSMUSG00000079592	Q8K479
ENSMUSG00000035818	Q8BW88
ENSMUSG00000032376	
ENSMUSG00000035818	
ENSMUSG00000010067	Q99MK9
ENSMUSG00000078886	
ENSMUSG00000079592	
ENSMUSG00000010067	
ENSMUSG00000074071	Q8CHT6
ENSMUSG00000022875	O08677
ENSMUSG00000074071	
ENSMUSG00000036534	Q8BWH0
ENSMUSG00000008999	P23359
ENSMUSG00000010047	
ENSMUSG00000036534	
ENSMUSG00000043939	
ENSMUSG00000034007	
ENSMUSG00000010047	O35632
ENSMUSG00000060180	
ENSMUSG00000007987	Q9DAI2
ENSMUSG00000009013	P63168
ENSMUSG00000007987	
ENSMUSG00000003808	Q8C0C7
ENSMUSG00000037940	
ENSMUSG00000022941	Q924S9
ENSMUSG00000067370	Q9Z0F0
ENSMUSG00000050382	
ENSMUSG00000003808	
ENSMUSG00000078935	
ENSMUSG00000029344	
ENSMUSG00000068299	
ENSMUSG00000096847	Q68FE7
ENSMUSG00000030306	Q3UV71
ENSMUSG00000042265	
ENSMUSG00000023949	A6H639
ENSMUSG00000030306	
ENSMUSG00000024300	
ENSMUSG00000042265	Q9JKE2
ENSMUSG00000073001	
ENSMUSG00000037940	Q6P1Y8
ENSMUSG00000036091	Q8VEI3
ENSMUSG00000041754	Q9JKE1
ENSMUSG00000078508	
ENSMUSG00000036091	
ENSMUSG00000108976	A0A140LIA7
ENSMUSG00000029504	Q6P9R1
ENSMUSG00000046470	P43680
ENSMUSG00000070619	
ENSMUSG00000029504	
ENSMUSG00000010051	Q91ZJ9
ENSMUSG00000010051	
ENSMUSG00000073721	
ENSMUSG00000053166	
ENSMUSG00000053166	Q9WTP5
ENSMUSG00000079334	
ENSMUSG00000029346	
ENSMUSG00000022982	P08228
ENSMUSG00000029346	Q8K2M3
ENSMUSG00000022656	Q9JLB9
ENSMUSG00000032293	Q811J3
ENSMUSG00000032293	
ENSMUSG00000022656	
ENSMUSG00000055639	Q9QYB2
ENSMUSG00000079334	Q9R123
ENSMUSG00000046591	Q8BQ33
ENSMUSG00000027291	Q8R5L3
ENSMUSG00000095648	
ENSMUSG00000029538	Q9D0B0
ENSMUSG00000063972	Q64249
ENSMUSG00000029538	
ENSMUSG00000091387	E9Q649
ENSMUSG00000046591	
ENSMUSG00000103409	
ENSMUSG00000063972	
ENSMUSG00000028555	
ENSMUSG00000029345	Q9ERA6
ENSMUSG00000046169	
ENSMUSG00000031982	Q9D0U9
ENSMUSG00000029345	
ENSMUSG00000031982	
ENSMUSG00000033589	
ENSMUSG00000044229	Q52KP5
ENSMUSG00000090394	
ENSMUSG00000033589	Q8K072
ENSMUSG00000019027	E9Q8T7
ENSMUSG00000043068	Q14BJ1
ENSMUSG00000048154	
ENSMUSG00000048154	Q6PDK2
ENSMUSG00000010048	
ENSMUSG00000020020	Q8C2S0
ENSMUSG00000029536	Q8CBY0
ENSMUSG00000032028	
ENSMUSG00000039463	Q8R4D1
ENSMUSG00000029422	A2RTL5
ENSMUSG00000022983	
ENSMUSG00000029535	Q9D8Z2
ENSMUSG00000021730	O88704
ENSMUSG00000034908	Q8CIF6
ENSMUSG00000039463	
ENSMUSG00000052075	
ENSMUSG00000041697	
ENSMUSG00000034908	
ENSMUSG00000078894	
ENSMUSG00000034112	A7L9Z8
ENSMUSG00000022031	Q9CZX0
ENSMUSG00000034112	
ENSMUSG00000021567	Q8VE28
ENSMUSG00000022031	
ENSMUSG00000038976	Q6R891
ENSMUSG00000030652	
ENSMUSG00000023947	O54910
ENSMUSG00000021567	
ENSMUSG00000021731	Q9D0G0
ENSMUSG00000023947	
ENSMUSG00000030652	P97478
ENSMUSG00000075269	Q3TZW7
ENSMUSG00000022702	Q61666
ENSMUSG00000005142	
ENSMUSG00000037089	Q91ZN5
ENSMUSG00000035764	Q8K3B1
ENSMUSG00000037089	
ENSMUSG00000029422	
ENSMUSG00000009739	Q07916
ENSMUSG00000073423	Q9DCK4
ENSMUSG00000003809	
ENSMUSG00000058794	
ENSMUSG00000024382	P49135
ENSMUSG00000073423	
ENSMUSG00000003809	Q60759
ENSMUSG00000009739	
ENSMUSG00000002059	
ENSMUSG00000022702	
ENSMUSG00000032739	Q6BCL1
ENSMUSG00000066705	Q9D164
ENSMUSG00000027194	
ENSMUSG00000032739	
ENSMUSG00000028555	A2ACP1
ENSMUSG00000003824	Q505B8
ENSMUSG00000003824	
ENSMUSG00000029455	P47738
ENSMUSG00000054226	Q8QZZ7
ENSMUSG00000071632	Q3U595
ENSMUSG00000029455	
ENSMUSG00000071632	
ENSMUSG00000029185	Q9D281
ENSMUSG00000024225	Q9CQC2
ENSMUSG00000022828	Q9D0D5
ENSMUSG00000054226	
ENSMUSG00000024225	
ENSMUSG00000029185	
ENSMUSG00000019054	
ENSMUSG00000078895	
ENSMUSG00000027194	E9PVB5
ENSMUSG00000022706	Q9Z2Q5
ENSMUSG00000019054	Q9CQ92
ENSMUSG00000022706	
ENSMUSG00000089951	
ENSMUSG00000005142	O09159
ENSMUSG00000057103	Q9JIZ0
ENSMUSG00000057103	
ENSMUSG00000034105	Q8K0P3
ENSMUSG00000099908	
ENSMUSG00000021621	Q8R1J3
ENSMUSG00000034105	
ENSMUSG00000021621	
ENSMUSG00000058550	Q8CCG4
ENSMUSG00000078881	
ENSMUSG00000023013	P56402
ENSMUSG00000058550	
ENSMUSG00000079258	D3Z291
ENSMUSG00000094219	
ENSMUSG00000027193	O35841
ENSMUSG00000095199	
ENSMUSG00000062252	Q4KL25
ENSMUSG00000035878	Q5U5V2
ENSMUSG00000040935	Q8K3V4
ENSMUSG00000028591	
ENSMUSG00000022799	A6X8Z5
ENSMUSG00000031827	Q9CQI6
ENSMUSG00000024644	Q9D1A2
ENSMUSG00000040935	
ENSMUSG00000031827	
ENSMUSG00000031672	P05202
ENSMUSG00000036820	
ENSMUSG00000036913	Q505D9
ENSMUSG00000036820	Q8JZV7
ENSMUSG00000032373	
ENSMUSG00000024644	
ENSMUSG00000031828	Q8R124
ENSMUSG00000001739	Q9Z0S5
ENSMUSG00000096044	
ENSMUSG00000031985	
ENSMUSG00000060565	
ENSMUSG00000032018	O88822
ENSMUSG00000006418	Q9ET26
ENSMUSG00000032018	
ENSMUSG00000024381	O08539
ENSMUSG00000024381	
ENSMUSG00000022827	Q9D4V7
ENSMUSG00000006418	
ENSMUSG00000017412	Q8R0S4
ENSMUSG00000031985	P98192
ENSMUSG00000021665	P20060
ENSMUSG00000047030	Q8K004
ENSMUSG00000061356	D3YWJ0
ENSMUSG00000010538	Q9DA44
ENSMUSG00000061356	
ENSMUSG00000040181	P50285
ENSMUSG00000057762	Q9R1Q7
ENSMUSG00000031984	Q8CIL4
ENSMUSG00000017412	
ENSMUSG00000040181	
ENSMUSG00000060739	Q9CR47
ENSMUSG00000104445	Q8BUX5
ENSMUSG00000060739	
ENSMUSG00000103766	
ENSMUSG00000023944	P11499
ENSMUSG00000023944	
ENSMUSG00000028589	Q4KKZ1
ENSMUSG00000030082	P61620
ENSMUSG00000038957	Q8K2D3
ENSMUSG00000078507	A2A7Z8
ENSMUSG00000048833	
ENSMUSG00000024319	Q8C754
ENSMUSG00000021622	Q6P8J7
ENSMUSG00000059939	
ENSMUSG00000038957	
ENSMUSG00000024319	
ENSMUSG00000048833	Q8BFU1
