Gene stable ID	Human gene stable ID	Human orthology confidence [0 low, 1 high]
ENSMUSG00000110521		
ENSMUSG00000099977		
ENSMUSG00000115544		
ENSMUSG00000110223		
ENSMUSG00000090561		
ENSMUSG00000107171		
ENSMUSG00000086376		
ENSMUSG00000024846	ENSG00000175315	1
ENSMUSG00000045757	ENSG00000169951	1
ENSMUSG00000045757	ENSG00000169955	0
ENSMUSG00000045757	ENSG00000261459	0
ENSMUSG00000106133		
ENSMUSG00000028986	ENSG00000122550	1
ENSMUSG00000029922	ENSG00000133606	1
ENSMUSG00000101637		
ENSMUSG00000111540		
ENSMUSG00000100245		
ENSMUSG00000100469		
ENSMUSG00000100821		
ENSMUSG00000013076	ENSG00000166025	1
ENSMUSG00000076581	ENSG00000211598	0
ENSMUSG00000019779	ENSG00000111816	1
ENSMUSG00000097044		
ENSMUSG00000101058		
ENSMUSG00000107097		
ENSMUSG00000112018		
ENSMUSG00000060882	ENSG00000184408	1
ENSMUSG00000082280		
ENSMUSG00000109614		
ENSMUSG00000114268		
ENSMUSG00000075153	ENSG00000187612	0
ENSMUSG00000108663		
ENSMUSG00000031089		
ENSMUSG00000046687		
ENSMUSG00000114497		
ENSMUSG00000103294		
ENSMUSG00000114556		
ENSMUSG00000114768		
ENSMUSG00000105727		
ENSMUSG00000114510		
ENSMUSG00000094930	ENSG00000211598	0
ENSMUSG00000114882		
ENSMUSG00000095640	ENSG00000176495	1
ENSMUSG00000038068	ENSG00000137393	1
ENSMUSG00000027971	ENSG00000138653	1
ENSMUSG00000107513		
ENSMUSG00000101334		
ENSMUSG00000106855		
ENSMUSG00000106826		
ENSMUSG00000030739	ENSG00000105357	1
ENSMUSG00000087659		
ENSMUSG00000091651		
ENSMUSG00000076583	ENSG00000211598	0
ENSMUSG00000105432	ENSG00000211598	0
ENSMUSG00000020048	ENSG00000166598	1
ENSMUSG00000031131	ENSG00000102243	0
ENSMUSG00000083291		
ENSMUSG00000099415		
ENSMUSG00000080925		
ENSMUSG00000025200	ENSG00000095485	1
ENSMUSG00000092221		
ENSMUSG00000044303		
ENSMUSG00000083389		
ENSMUSG00000100953		
ENSMUSG00000106660		
ENSMUSG00000105397		
ENSMUSG00000110792		
ENSMUSG00000013275	ENSG00000133065	1
ENSMUSG00000037984	ENSG00000164600	1
ENSMUSG00000030838	ENSG00000006611	1
ENSMUSG00000026723	ENSG00000107614	1
ENSMUSG00000108063		
ENSMUSG00000111198		
ENSMUSG00000107687		
ENSMUSG00000100187		
ENSMUSG00000114814		
ENSMUSG00000024810	ENSG00000137033	1
ENSMUSG00000044966	ENSG00000204923	1
ENSMUSG00000023272	ENSG00000184164	1
ENSMUSG00000095630	ENSG00000211598	0
ENSMUSG00000055188		
ENSMUSG00000080949		
ENSMUSG00000073802	ENSG00000147883	1
ENSMUSG00000082460		
ENSMUSG00000104927		
ENSMUSG00000109433		
ENSMUSG00000063354	ENSG00000147804	1
ENSMUSG00000085808		
ENSMUSG00000114024		
ENSMUSG00000098644		
ENSMUSG00000108567		
ENSMUSG00000105128		
ENSMUSG00000058594	ENSG00000134452	1
ENSMUSG00000067513	ENSG00000176495	0
ENSMUSG00000068601		
ENSMUSG00000036501	ENSG00000031003	1
ENSMUSG00000082253		
ENSMUSG00000076469	ENSG00000275791	0
ENSMUSG00000076469	ENSG00000211717	0
ENSMUSG00000076469	ENSG00000229769	1
ENSMUSG00000082802		
ENSMUSG00000036822	ENSG00000197579	1
ENSMUSG00000084199		
ENSMUSG00000102327		
ENSMUSG00000115080		
ENSMUSG00000071506	ENSG00000178826	1
ENSMUSG00000114408		
ENSMUSG00000076470	ENSG00000275791	1
ENSMUSG00000076470	ENSG00000211717	0
ENSMUSG00000076470	ENSG00000229769	0
ENSMUSG00000073052		
ENSMUSG00000085080		
ENSMUSG00000109290		
ENSMUSG00000076471	ENSG00000211720	0
ENSMUSG00000076471	ENSG00000276597	1
ENSMUSG00000108825		
ENSMUSG00000081799		
ENSMUSG00000101797		
ENSMUSG00000100615		
ENSMUSG00000033213	ENSG00000166920	1
ENSMUSG00000036845	ENSG00000267796	1
ENSMUSG00000028029	ENSG00000164022	1
ENSMUSG00000001741	ENSG00000172349	1
ENSMUSG00000076472	ENSG00000276953	1
ENSMUSG00000076472	ENSG00000274752	1
ENSMUSG00000095837		
ENSMUSG00000085071		
ENSMUSG00000114961		
ENSMUSG00000039611	ENSG00000165152	1
ENSMUSG00000076473	ENSG00000275158	1
ENSMUSG00000083112		
ENSMUSG00000109060		
ENSMUSG00000071014	ENSG00000165264	1
ENSMUSG00000093505		
ENSMUSG00000093730		
ENSMUSG00000073177		
ENSMUSG00000103007		
ENSMUSG00000028247	ENSG00000132423	1
ENSMUSG00000111756		
ENSMUSG00000045251	ENSG00000229809	1
ENSMUSG00000093402		
ENSMUSG00000107135		
ENSMUSG00000106665		
ENSMUSG00000045648	ENSG00000174453	1
ENSMUSG00000114549		
ENSMUSG00000111010		
ENSMUSG00000096255	ENSG00000146425	0
ENSMUSG00000006575	ENSG00000108309	1
ENSMUSG00000118562		
ENSMUSG00000061376		
ENSMUSG00000109229		
ENSMUSG00000021868	ENSG00000108179	1
ENSMUSG00000055826	ENSG00000088992	0
ENSMUSG00000031132	ENSG00000102245	1
ENSMUSG00000114327		
ENSMUSG00000102137		
ENSMUSG00000110610		
ENSMUSG00000087328		
ENSMUSG00000020155	ENSG00000145936	1
ENSMUSG00000028407	ENSG00000235453	1
ENSMUSG00000081024		
ENSMUSG00000022357	ENSG00000175946	1
ENSMUSG00000074830		
ENSMUSG00000107878		
ENSMUSG00000076474	ENSG00000276819	1
ENSMUSG00000114922		
ENSMUSG00000079179		
ENSMUSG00000102409		
ENSMUSG00000084307		
ENSMUSG00000036403	ENSG00000174799	1
ENSMUSG00000076475	ENSG00000211746	1
ENSMUSG00000096436	ENSG00000176495	1
ENSMUSG00000086801		
ENSMUSG00000097378		
ENSMUSG00000085684		
ENSMUSG00000058914	ENSG00000273294	1
ENSMUSG00000058914	ENSG00000082196	1
ENSMUSG00000022358	ENSG00000156804	1
ENSMUSG00000110935		
ENSMUSG00000111042		
ENSMUSG00000085240		
ENSMUSG00000076476	ENSG00000211747	1
ENSMUSG00000076476	ENSG00000205274	0
ENSMUSG00000030484	ENSG00000159871	1
ENSMUSG00000002699	ENSG00000043462	1
ENSMUSG00000036854	ENSG00000004776	1
ENSMUSG00000052852	ENSG00000068615	1
ENSMUSG00000045349	ENSG00000189410	1
ENSMUSG00000096332		
ENSMUSG00000110849		
ENSMUSG00000097412		
ENSMUSG00000013698	ENSG00000162734	1
ENSMUSG00000105691		
ENSMUSG00000056290		
ENSMUSG00000054453	ENSG00000147041	1
ENSMUSG00000050490		
ENSMUSG00000065954	ENSG00000147526	1
ENSMUSG00000000001	ENSG00000065135	1
ENSMUSG00000102928		
ENSMUSG00000051351	ENSG00000125945	1
ENSMUSG00000076939	ENSG00000211639	1
ENSMUSG00000076939	ENSG00000211637	1
ENSMUSG00000036864	ENSG00000167595	0
ENSMUSG00000084899		
ENSMUSG00000112275		
ENSMUSG00000112157		
ENSMUSG00000087417		
ENSMUSG00000085542		
ENSMUSG00000037643	ENSG00000163558	1
ENSMUSG00000038346	ENSG00000126746	1
ENSMUSG00000051029	ENSG00000021355	0
ENSMUSG00000101818		
ENSMUSG00000047804	ENSG00000108599	1
ENSMUSG00000101776		
ENSMUSG00000085548		
ENSMUSG00000030201	ENSG00000070018	1
ENSMUSG00000108802		
ENSMUSG00000108594		
ENSMUSG00000076477		
ENSMUSG00000085114		
ENSMUSG00000078800		
ENSMUSG00000006310	ENSG00000011590	1
ENSMUSG00000105160		
ENSMUSG00000102988		
ENSMUSG00000109102		
ENSMUSG00000085147		
ENSMUSG00000087404		
ENSMUSG00000082893		
ENSMUSG00000030617	ENSG00000150676	1
ENSMUSG00000083653		
ENSMUSG00000094286		
ENSMUSG00000087435		
ENSMUSG00000039774	ENSG00000119514	1
ENSMUSG00000099894		
ENSMUSG00000028758	ENSG00000117245	1
ENSMUSG00000086035		
ENSMUSG00000026856	ENSG00000167130	1
ENSMUSG00000080808		
ENSMUSG00000114839		
ENSMUSG00000026554	ENSG00000132716	1
ENSMUSG00000106080		
ENSMUSG00000100125		
ENSMUSG00000105668		
ENSMUSG00000082175		
ENSMUSG00000039976	ENSG00000167291	1
ENSMUSG00000083030		
ENSMUSG00000076586	ENSG00000211598	0
ENSMUSG00000108483		
ENSMUSG00000101962		
ENSMUSG00000114958		
ENSMUSG00000046027	ENSG00000172345	1
ENSMUSG00000105114		
ENSMUSG00000114843		
ENSMUSG00000114423		
ENSMUSG00000062627	ENSG00000162601	1
ENSMUSG00000114509		
ENSMUSG00000053519	ENSG00000182132	1
ENSMUSG00000078799	ENSG00000105398	0
ENSMUSG00000114959		
ENSMUSG00000114226		
ENSMUSG00000103620		
ENSMUSG00000103440		
ENSMUSG00000104037		
ENSMUSG00000004880	ENSG00000143815	1
ENSMUSG00000114314		
ENSMUSG00000074579	ENSG00000197980	1
ENSMUSG00000041895	ENSG00000070540	1
ENSMUSG00000099400		
ENSMUSG00000101532		
ENSMUSG00000118511		
ENSMUSG00000114353		
ENSMUSG00000081064		
ENSMUSG00000100978		
ENSMUSG00000100519		
ENSMUSG00000100598		
ENSMUSG00000117784		
ENSMUSG00000097247		
ENSMUSG00000001157	ENSG00000244234	1
ENSMUSG00000001157	ENSG00000087338	1
ENSMUSG00000085833		
ENSMUSG00000024901	ENSG00000174516	1
ENSMUSG00000053025	ENSG00000185518	1
ENSMUSG00000080806		
ENSMUSG00000082149		
ENSMUSG00000114793		
ENSMUSG00000100014		
ENSMUSG00000024841	ENSG00000175376	1
ENSMUSG00000107728		
ENSMUSG00000101903		
ENSMUSG00000100502		
ENSMUSG00000032718	ENSG00000111261	1
ENSMUSG00000114003		
ENSMUSG00000096107		
ENSMUSG00000024844	ENSG00000175334	1
ENSMUSG00000113636		
ENSMUSG00000020671	ENSG00000084733	1
ENSMUSG00000112968		
ENSMUSG00000076587	ENSG00000211598	0
ENSMUSG00000114816		
ENSMUSG00000070345	ENSG00000176160	1
ENSMUSG00000108121		
ENSMUSG00000031388	ENSG00000102030	1
ENSMUSG00000036856	ENSG00000162552	1
ENSMUSG00000020704	ENSG00000108684	1
ENSMUSG00000083340		
ENSMUSG00000112538		
ENSMUSG00000076478		
ENSMUSG00000110251		
ENSMUSG00000111216		
ENSMUSG00000109328	ENSG00000172324	1
ENSMUSG00000102955		
ENSMUSG00000061742	ENSG00000197891	1
ENSMUSG00000074780		
ENSMUSG00000109007		
ENSMUSG00000104473		
ENSMUSG00000112025		
ENSMUSG00000110837		
ENSMUSG00000002266		
ENSMUSG00000073970		
ENSMUSG00000103375		
ENSMUSG00000111753		
ENSMUSG00000046491	ENSG00000145861	1
ENSMUSG00000058515	ENSG00000196341	0
ENSMUSG00000047369		
ENSMUSG00000055567	ENSG00000144406	1
ENSMUSG00000029772	ENSG00000158467	1
ENSMUSG00000020330	ENSG00000072571	1
ENSMUSG00000100693		
ENSMUSG00000038700	ENSG00000120075	1
ENSMUSG00000021922	ENSG00000055955	1
ENSMUSG00000001376	ENSG00000004766	1
ENSMUSG00000069678	ENSG00000115289	1
ENSMUSG00000026069	ENSG00000115602	1
ENSMUSG00000039232	ENSG00000135604	1
ENSMUSG00000115887		
ENSMUSG00000099818		
ENSMUSG00000038984	ENSG00000180543	1
ENSMUSG00000100627		
ENSMUSG00000100500		
ENSMUSG00000076709	ENSG00000270505	0
ENSMUSG00000076709	ENSG00000281179	0
ENSMUSG00000076709	ENSG00000281990	0
ENSMUSG00000076709	ENSG00000211961	0
ENSMUSG00000076709	ENSG00000211935	0
ENSMUSG00000076709	ENSG00000211945	0
ENSMUSG00000076709	ENSG00000280411	0
ENSMUSG00000076709	ENSG00000211950	0
ENSMUSG00000076709	ENSG00000211973	0
ENSMUSG00000076709	ENSG00000211968	0
ENSMUSG00000076709	ENSG00000277282	0
ENSMUSG00000076709	ENSG00000278782	0
ENSMUSG00000076709	ENSG00000211962	0
ENSMUSG00000076709	ENSG00000211934	0
ENSMUSG00000076709	ENSG00000188403	0
ENSMUSG00000030909	ENSG00000175311	1
ENSMUSG00000085645		
ENSMUSG00000115362		
ENSMUSG00000103990		
ENSMUSG00000100677		
ENSMUSG00000109395		
ENSMUSG00000100171		
ENSMUSG00000085239		
ENSMUSG00000098041		
ENSMUSG00000026853	ENSG00000095321	1
ENSMUSG00000099463		
ENSMUSG00000044707	ENSG00000135083	1
ENSMUSG00000000690	ENSG00000108511	1
ENSMUSG00000043569	ENSG00000234469	0
ENSMUSG00000110059		
ENSMUSG00000111994		
ENSMUSG00000108166		
ENSMUSG00000042992	ENSG00000165714	1
ENSMUSG00000001507	ENSG00000005884	1
ENSMUSG00000020149	ENSG00000138069	1
ENSMUSG00000099868		
ENSMUSG00000086145		
ENSMUSG00000030905	ENSG00000103316	1
ENSMUSG00000071294		
ENSMUSG00000024902	ENSG00000174547	1
ENSMUSG00000081898		
ENSMUSG00000099638		
ENSMUSG00000112519		
ENSMUSG00000076441	ENSG00000130707	1
ENSMUSG00000012640	ENSG00000182903	0
ENSMUSG00000112289		
ENSMUSG00000080950		
ENSMUSG00000026482	ENSG00000143344	1
ENSMUSG00000090968		
ENSMUSG00000047324		
ENSMUSG00000094181		
ENSMUSG00000109925		
ENSMUSG00000005397	ENSG00000116962	1
ENSMUSG00000109724		
ENSMUSG00000029863	ENSG00000106144	1
ENSMUSG00000109594		
ENSMUSG00000110124		
ENSMUSG00000070822	ENSG00000121413	0
ENSMUSG00000078348	ENSG00000169976	1
ENSMUSG00000076940		
ENSMUSG00000112498		
ENSMUSG00000102081		
ENSMUSG00000092619		
ENSMUSG00000103100		
ENSMUSG00000102031		
ENSMUSG00000036377	ENSG00000109265	1
ENSMUSG00000066797	ENSG00000179930	1
ENSMUSG00000092294		
ENSMUSG00000021404	ENSG00000170542	1
ENSMUSG00000025017	ENSG00000155629	1
ENSMUSG00000028246	ENSG00000146267	1
ENSMUSG00000074024		
ENSMUSG00000097399		
ENSMUSG00000041044	ENSG00000148602	1
ENSMUSG00000039377	ENSG00000136630	1
ENSMUSG00000073176	ENSG00000173275	1
ENSMUSG00000020898	ENSG00000178971	1
ENSMUSG00000099948		
ENSMUSG00000038259	ENSG00000125965	1
ENSMUSG00000087415		
ENSMUSG00000104442		
ENSMUSG00000046793	ENSG00000156097	1
ENSMUSG00000101440		
ENSMUSG00000087534		
ENSMUSG00000100745		
ENSMUSG00000085130		
ENSMUSG00000101341		
ENSMUSG00000099933		
ENSMUSG00000100193		
ENSMUSG00000097250		
ENSMUSG00000044041		
ENSMUSG00000082027		
ENSMUSG00000110938		
ENSMUSG00000099651		
ENSMUSG00000020703		
ENSMUSG00000100221		
ENSMUSG00000027996	ENSG00000145423	1
ENSMUSG00000085897		
ENSMUSG00000111821		
ENSMUSG00000078972	ENSG00000204183	1
ENSMUSG00000101787		
ENSMUSG00000110770		
ENSMUSG00000096457		
ENSMUSG00000080980		
ENSMUSG00000086971		
ENSMUSG00000102158		
ENSMUSG00000094616		
ENSMUSG00000113380		
ENSMUSG00000076479	ENSG00000211749	1
ENSMUSG00000058076	ENSG00000143252	1
ENSMUSG00000097954		
ENSMUSG00000027091	ENSG00000065548	1
ENSMUSG00000075151	ENSG00000187612	0
ENSMUSG00000103042		
ENSMUSG00000112237		
ENSMUSG00000104254		
ENSMUSG00000083491		
ENSMUSG00000085142		
ENSMUSG00000032724	ENSG00000166016	1
ENSMUSG00000104326		
ENSMUSG00000100408		
ENSMUSG00000103844		
ENSMUSG00000057894	ENSG00000181894	1
ENSMUSG00000060176	ENSG00000165115	1
ENSMUSG00000054342	ENSG00000104783	1
ENSMUSG00000112793		
ENSMUSG00000031536	ENSG00000070501	1
ENSMUSG00000019945	ENSG00000183346	1
ENSMUSG00000101930		
ENSMUSG00000113926		
ENSMUSG00000106871		
ENSMUSG00000102661		
ENSMUSG00000101814		
ENSMUSG00000106709		
ENSMUSG00000050742		
ENSMUSG00000100653		
ENSMUSG00000109352		
ENSMUSG00000056553	ENSG00000155093	1
ENSMUSG00000070574		
ENSMUSG00000091071		
ENSMUSG00000075150	ENSG00000187612	0
ENSMUSG00000101421		
ENSMUSG00000029669	ENSG00000106025	1
ENSMUSG00000095910	ENSG00000183303	0
ENSMUSG00000099759		
ENSMUSG00000101813		
ENSMUSG00000035601	ENSG00000165275	1
ENSMUSG00000113769		
ENSMUSG00000118248		
ENSMUSG00000030330	ENSG00000111653	1
ENSMUSG00000092593		
ENSMUSG00000035455	ENSG00000132436	1
ENSMUSG00000118178		
ENSMUSG00000006818	ENSG00000112096	1
ENSMUSG00000006818	ENSG00000285441	1
ENSMUSG00000087500		
ENSMUSG00000117770		
ENSMUSG00000097700		
ENSMUSG00000025409	ENSG00000166987	1
ENSMUSG00000106858		
ENSMUSG00000096099		
ENSMUSG00000117978		
ENSMUSG00000110394		
ENSMUSG00000028339	ENSG00000204291	1
ENSMUSG00000086409		
ENSMUSG00000092228		
ENSMUSG00000113088		
ENSMUSG00000029534	ENSG00000004866	1
ENSMUSG00000087153		
ENSMUSG00000084019		
ENSMUSG00000075149	ENSG00000187612	0
ENSMUSG00000070867	ENSG00000269113	1
ENSMUSG00000107630		
ENSMUSG00000114699		
ENSMUSG00000110531		
ENSMUSG00000085530		
ENSMUSG00000085575		
ENSMUSG00000108863		
ENSMUSG00000024304	ENSG00000170558	1
ENSMUSG00000115017		
ENSMUSG00000081881		
ENSMUSG00000022201	ENSG00000056097	1
ENSMUSG00000068817	ENSG00000187612	0
ENSMUSG00000043418	ENSG00000204033	1
ENSMUSG00000082865		
ENSMUSG00000020519	ENSG00000164576	1
ENSMUSG00000025898	ENSG00000152404	1
ENSMUSG00000111543		
ENSMUSG00000035875		
ENSMUSG00000115745		
ENSMUSG00000115248		
ENSMUSG00000080794		
ENSMUSG00000021936	ENSG00000107643	1
ENSMUSG00000032854	ENSG00000174607	1
ENSMUSG00000109542	ENSG00000183303	0
ENSMUSG00000082136		
ENSMUSG00000006313	ENSG00000105668	1
ENSMUSG00000115318		
ENSMUSG00000109788		
ENSMUSG00000052854	ENSG00000123572	1
ENSMUSG00000110119		
ENSMUSG00000083874		
ENSMUSG00000103529		
ENSMUSG00000082316		
ENSMUSG00000043850	ENSG00000163646	1
ENSMUSG00000035057	ENSG00000205301	1
ENSMUSG00000046650		
ENSMUSG00000066245		
ENSMUSG00000042997	ENSG00000188811	1
ENSMUSG00000028293	ENSG00000164414	1
ENSMUSG00000114811		
ENSMUSG00000029128	ENSG00000157869	1
ENSMUSG00000026433	ENSG00000117280	1
ENSMUSG00000112188		
ENSMUSG00000045877		
ENSMUSG00000115605		
ENSMUSG00000101517		
ENSMUSG00000115428		
ENSMUSG00000100991		
ENSMUSG00000106503		
ENSMUSG00000052962	ENSG00000132313	1
ENSMUSG00000080997		
ENSMUSG00000116491		
ENSMUSG00000073969	ENSG00000226288	1
ENSMUSG00000073969	ENSG00000232268	1
ENSMUSG00000106094		
ENSMUSG00000082490		
ENSMUSG00000100967		
ENSMUSG00000072572	ENSG00000165794	1
ENSMUSG00000102116		
ENSMUSG00000101649		
ENSMUSG00000110352		
ENSMUSG00000095353		
ENSMUSG00000062017		
ENSMUSG00000101802		
ENSMUSG00000038167	ENSG00000008323	1
ENSMUSG00000020547	ENSG00000136261	1
ENSMUSG00000090114		
ENSMUSG00000104622		
ENSMUSG00000106500		
ENSMUSG00000072770	ENSG00000111644	1
ENSMUSG00000028360	ENSG00000137968	1
ENSMUSG00000085174		
ENSMUSG00000020078	ENSG00000122958	1
ENSMUSG00000026728	ENSG00000026025	1
ENSMUSG00000108052		
ENSMUSG00000004561	ENSG00000165792	1
ENSMUSG00000085318		
ENSMUSG00000059776		
ENSMUSG00000099907		
ENSMUSG00000090594		
ENSMUSG00000050947	ENSG00000181754	1
ENSMUSG00000111320		
ENSMUSG00000113795		
ENSMUSG00000101236		
ENSMUSG00000101706		
ENSMUSG00000030341	ENSG00000067182	1
ENSMUSG00000100031		
ENSMUSG00000091950		
ENSMUSG00000101627		
ENSMUSG00000109469		
ENSMUSG00000091048		
ENSMUSG00000073893		
ENSMUSG00000096265	ENSG00000188877	0
ENSMUSG00000095275		
ENSMUSG00000055033	ENSG00000196171	1
ENSMUSG00000111052		
ENSMUSG00000021957	ENSG00000163931	1
ENSMUSG00000085888		
ENSMUSG00000107114		
ENSMUSG00000060112		
ENSMUSG00000101852		
ENSMUSG00000110669		
ENSMUSG00000085058		
ENSMUSG00000061022		
ENSMUSG00000110591	ENSG00000188877	0
ENSMUSG00000097825		
ENSMUSG00000058638	ENSG00000171606	0
ENSMUSG00000100026		
ENSMUSG00000038456	ENSG00000146966	1
ENSMUSG00000020333	ENSG00000281938	1
ENSMUSG00000020333	ENSG00000164398	1
ENSMUSG00000085450		
ENSMUSG00000110660		
ENSMUSG00000054146	ENSG00000171346	1
ENSMUSG00000069196		
ENSMUSG00000104837		
ENSMUSG00000047757	ENSG00000181544	0
ENSMUSG00000105745		
ENSMUSG00000108590		
ENSMUSG00000054266	ENSG00000170542	0
ENSMUSG00000050158		
ENSMUSG00000015879	ENSG00000047662	1
ENSMUSG00000112599		
ENSMUSG00000041377	ENSG00000171840	1
ENSMUSG00000110353		
ENSMUSG00000112771		
ENSMUSG00000100998		
ENSMUSG00000055547	ENSG00000173627	1
ENSMUSG00000025410	ENSG00000175203	1
ENSMUSG00000034160	ENSG00000147162	1
ENSMUSG00000079197	ENSG00000100911	1
ENSMUSG00000108037		
ENSMUSG00000085870		
ENSMUSG00000073968	ENSG00000167333	1
ENSMUSG00000110460		
ENSMUSG00000096355	ENSG00000274576	0
ENSMUSG00000096355	ENSG00000211951	0
ENSMUSG00000096355	ENSG00000211974	0
ENSMUSG00000096355	ENSG00000211937	0
ENSMUSG00000096355	ENSG00000259303	0
ENSMUSG00000104550		
ENSMUSG00000114489		
ENSMUSG00000081237		
ENSMUSG00000036362	ENSG00000181631	1
ENSMUSG00000081330		
ENSMUSG00000111606		
ENSMUSG00000113703		
ENSMUSG00000102453		
ENSMUSG00000110649		
ENSMUSG00000099438		
ENSMUSG00000110589		
ENSMUSG00000075148	ENSG00000187612	0
ENSMUSG00000086862		
ENSMUSG00000076710	ENSG00000270505	0
ENSMUSG00000076710	ENSG00000281179	0
ENSMUSG00000076710	ENSG00000281990	0
ENSMUSG00000076710	ENSG00000211961	0
ENSMUSG00000076710	ENSG00000211935	0
ENSMUSG00000076710	ENSG00000211945	0
ENSMUSG00000076710	ENSG00000280411	0
ENSMUSG00000076710	ENSG00000211950	0
ENSMUSG00000076710	ENSG00000211973	0
ENSMUSG00000076710	ENSG00000211968	0
ENSMUSG00000076710	ENSG00000277282	0
ENSMUSG00000076710	ENSG00000278782	0
ENSMUSG00000076710	ENSG00000211962	0
ENSMUSG00000076710	ENSG00000211934	0
ENSMUSG00000076710	ENSG00000188403	0
ENSMUSG00000094421		
ENSMUSG00000110917		
ENSMUSG00000108034		
ENSMUSG00000081313		
ENSMUSG00000105945		
ENSMUSG00000110320		
ENSMUSG00000040794	ENSG00000172247	1
ENSMUSG00000109462		
ENSMUSG00000053675	ENSG00000104055	1
ENSMUSG00000022322	ENSG00000171241	1
ENSMUSG00000048796	ENSG00000174151	1
ENSMUSG00000036381	ENSG00000174944	1
ENSMUSG00000026832	ENSG00000115165	1
ENSMUSG00000104183		
ENSMUSG00000074366		
ENSMUSG00000075514		
ENSMUSG00000044065		
ENSMUSG00000100458		
ENSMUSG00000021290	ENSG00000156411	1
ENSMUSG00000036751	ENSG00000126267	1
ENSMUSG00000102364	ENSG00000274576	0
ENSMUSG00000102364	ENSG00000211951	1
ENSMUSG00000102364	ENSG00000211974	1
ENSMUSG00000102364	ENSG00000211937	0
ENSMUSG00000102364	ENSG00000259303	0
ENSMUSG00000118479		
ENSMUSG00000082855		
ENSMUSG00000094198	ENSG00000270505	0
ENSMUSG00000094198	ENSG00000281179	0
ENSMUSG00000094198	ENSG00000281990	0
ENSMUSG00000094198	ENSG00000211961	0
ENSMUSG00000094198	ENSG00000211935	1
ENSMUSG00000094198	ENSG00000211945	0
ENSMUSG00000094198	ENSG00000280411	0
ENSMUSG00000094198	ENSG00000211950	0
ENSMUSG00000094198	ENSG00000211973	0
ENSMUSG00000094198	ENSG00000211968	0
ENSMUSG00000094198	ENSG00000277282	0
ENSMUSG00000094198	ENSG00000278782	0
ENSMUSG00000094198	ENSG00000211962	0
ENSMUSG00000094198	ENSG00000211934	0
ENSMUSG00000094198	ENSG00000188403	0
ENSMUSG00000109618		
ENSMUSG00000060090	ENSG00000102218	1
ENSMUSG00000041642	ENSG00000116852	1
ENSMUSG00000111992		
ENSMUSG00000020227	ENSG00000090376	1
ENSMUSG00000112400		
ENSMUSG00000109257		
ENSMUSG00000104176		
ENSMUSG00000114068		
ENSMUSG00000030643	ENSG00000137502	1
ENSMUSG00000038692	ENSG00000182742	1
ENSMUSG00000086095		
ENSMUSG00000096594	ENSG00000211598	1
ENSMUSG00000046845	ENSG00000136697	1
ENSMUSG00000033237	ENSG00000189079	1
ENSMUSG00000005505	ENSG00000123444	1
ENSMUSG00000043753	ENSG00000176399	1
ENSMUSG00000020850	ENSG00000174231	1
ENSMUSG00000021907	ENSG00000263639	0
ENSMUSG00000104759		
ENSMUSG00000105410		
ENSMUSG00000113349		
ENSMUSG00000092576		
ENSMUSG00000113511		
ENSMUSG00000085999		
ENSMUSG00000115760		
ENSMUSG00000113732		
ENSMUSG00000103569		
ENSMUSG00000103975		
ENSMUSG00000104474		
ENSMUSG00000111085		
ENSMUSG00000036188	ENSG00000106524	1
ENSMUSG00000096911		
ENSMUSG00000026434	ENSG00000069275	1
ENSMUSG00000097679		
ENSMUSG00000074734	ENSG00000102387	0
ENSMUSG00000052337	ENSG00000132305	1
ENSMUSG00000056476	ENSG00000144893	1
ENSMUSG00000073967	ENSG00000197428	1
ENSMUSG00000097288		
ENSMUSG00000044312	ENSG00000122859	1
ENSMUSG00000023353	ENSG00000133612	1
ENSMUSG00000054850	ENSG00000196972	0
ENSMUSG00000054850	ENSG00000178947	1
ENSMUSG00000020151	ENSG00000153233	1
ENSMUSG00000079103	ENSG00000159495	1
ENSMUSG00000069280		
ENSMUSG00000063235	ENSG00000110536	1
ENSMUSG00000095683		
ENSMUSG00000037669	ENSG00000118961	1
ENSMUSG00000109085		
ENSMUSG00000098832		
ENSMUSG00000094423		
ENSMUSG00000083069		
ENSMUSG00000048332	ENSG00000183722	1
ENSMUSG00000102692	ENSG00000197410	1
ENSMUSG00000094189		
ENSMUSG00000108574		
ENSMUSG00000068122	ENSG00000180772	1
ENSMUSG00000111252		
ENSMUSG00000104615		
ENSMUSG00000111426		
ENSMUSG00000108462		
ENSMUSG00000028032	ENSG00000138801	1
ENSMUSG00000060024		
ENSMUSG00000111786		
ENSMUSG00000104968		
ENSMUSG00000104687		
ENSMUSG00000105973		
ENSMUSG00000105971		
ENSMUSG00000071773		
ENSMUSG00000087581		
ENSMUSG00000021306	ENSG00000077585	1
ENSMUSG00000118536		
ENSMUSG00000020610	ENSG00000196704	1
ENSMUSG00000081691		
ENSMUSG00000094808		
ENSMUSG00000025702	ENSG00000165406	0
ENSMUSG00000107556		
ENSMUSG00000089888		
ENSMUSG00000114304		
ENSMUSG00000048142	ENSG00000185818	1
ENSMUSG00000022359	ENSG00000156795	1
ENSMUSG00000053678		
ENSMUSG00000058831	ENSG00000128617	1
ENSMUSG00000091438		
ENSMUSG00000108214		
ENSMUSG00000108238		
ENSMUSG00000092134		
ENSMUSG00000117732		
ENSMUSG00000053695		
ENSMUSG00000113300		
ENSMUSG00000114158		
ENSMUSG00000108263		
ENSMUSG00000114140		
