@relation Data_Cortex_Nuclear

@attribute ﻿MouseID {309_1,309_2,309_3,309_4,309_5,309_6,309_7,309_8,309_9,309_10,309_11,309_12,309_13,309_14,309_15,311_1,311_2,311_3,311_4,311_5,311_6,311_7,311_8,311_9,311_10,311_11,311_12,311_13,311_14,311_15,320_1,320_2,320_3,320_4,320_5,320_6,320_7,320_8,320_9,320_10,320_11,320_12,320_13,320_14,320_15,321_1,321_2,321_3,321_4,321_5,321_6,321_7,321_8,321_9,321_10,321_11,321_12,321_13,321_14,321_15,322_1,322_2,322_3,322_4,322_5,322_6,322_7,322_8,322_9,322_10,322_11,322_12,322_13,322_14,322_15,3415_1,3415_2,3415_3,3415_4,3415_5,3415_6,3415_7,3415_8,3415_9,3415_10,3415_11,3415_12,3415_13,3415_14,3415_15,3499_1,3499_2,3499_3,3499_4,3499_5,3499_6,3499_7,3499_8,3499_9,3499_10,3499_11,3499_12,3499_13,3499_14,3499_15,3507_1,3507_2,3507_3,3507_4,3507_5,3507_6,3507_7,3507_8,3507_9,3507_10,3507_11,3507_12,3507_13,3507_14,3507_15,3520_1,3520_2,3520_3,3520_4,3520_5,3520_6,3520_7,3520_8,3520_9,3520_10,3520_11,3520_12,3520_13,3520_14,3520_15,3521_1,3521_2,3521_3,3521_4,3521_5,3521_6,3521_7,3521_8,3521_9,3521_10,3521_11,3521_12,3521_13,3521_14,3521_15,294_1,294_2,294_3,294_4,294_5,294_6,294_7,294_8,294_9,294_10,294_11,294_12,294_13,294_14,294_15,3412_1,3412_2,3412_3,3412_4,3412_5,3412_6,3412_7,3412_8,3412_9,3412_10,3412_11,3412_12,3412_13,3412_14,3412_15,3413_1,3413_2,3413_3,3413_4,3413_5,3413_6,3413_7,3413_8,3413_9,3413_10,3413_11,3413_12,3413_13,3413_14,3413_15,3419_1,3419_2,3419_3,3419_4,3419_5,3419_6,3419_7,3419_8,3419_9,3419_10,3419_11,3419_12,3419_13,3419_14,3419_15,3420_1,3420_2,3420_3,3420_4,3420_5,3420_6,3420_7,3420_8,3420_9,3420_10,3420_11,3420_12,3420_13,3420_14,3420_15,3500_1,3500_2,3500_3,3500_4,3500_5,3500_6,3500_7,3500_8,3500_9,3500_10,3500_11,3500_12,3500_13,3500_14,3500_15,3503_1,3503_2,3503_3,3503_4,3503_5,3503_6,3503_7,3503_8,3503_9,3503_10,3503_11,3503_12,3503_13,3503_14,3503_15,362_1,362_2,362_3,362_4,362_5,362_6,362_7,362_8,362_9,362_10,362_11,362_12,362_13,362_14,362_15,364_1,364_2,364_3,364_4,364_5,364_6,364_7,364_8,364_9,364_10,364_11,364_12,364_13,364_14,364_15,365_1,365_2,365_3,365_4,365_5,365_6,365_7,365_8,365_9,365_10,365_11,365_12,365_13,365_14,365_15,3477_1,3477_2,3477_3,3477_4,3477_5,3477_6,3477_7,3477_8,3477_9,3477_10,3477_11,3477_12,3477_13,3477_14,3477_15,3478_1,3478_2,3478_3,3478_4,3478_5,3478_6,3478_7,3478_8,3478_9,3478_10,3478_11,3478_12,3478_13,3478_14,3478_15,3479_1,3479_2,3479_3,3479_4,3479_5,3479_6,3479_7,3479_8,3479_9,3479_10,3479_11,3479_12,3479_13,3479_14,3479_15,3480_1,3480_2,3480_3,3480_4,3480_5,3480_6,3480_7,3480_8,3480_9,3480_10,3480_11,3480_12,3480_13,3480_14,3480_15,3484_1,3484_2,3484_3,3484_4,3484_5,3484_6,3484_7,3484_8,3484_9,3484_10,3484_11,3484_12,3484_13,3484_14,3484_15,3497_1,3497_2,3497_3,3497_4,3497_5,3497_6,3497_7,3497_8,3497_9,3497_10,3497_11,3497_12,3497_13,3497_14,3497_15,50810A_1,50810A_2,50810A_3,50810A_4,50810A_5,50810A_6,50810A_7,50810A_8,50810A_9,50810A_10,50810A_11,50810A_12,50810A_13,50810A_14,50810A_15,50810D_1,50810D_2,50810D_3,50810D_4,50810D_5,50810D_6,50810D_7,50810D_8,50810D_9,50810D_10,50810D_11,50810D_12,50810D_13,50810D_14,50810D_15,50810F_1,50810F_2,50810F_3,50810F_4,50810F_5,50810F_6,50810F_7,50810F_8,50810F_9,50810F_10,50810F_11,50810F_12,50810F_13,50810F_14,50810F_15,3422_1,3422_2,3422_3,3422_4,3422_5,3422_6,3422_7,3422_8,3422_9,3422_10,3422_11,3422_12,3422_13,3422_14,3422_15,3423_1,3423_2,3423_3,3423_4,3423_5,3423_6,3423_7,3423_8,3423_9,3423_10,3423_11,3423_12,3423_13,3423_14,3423_15,3424_1,3424_2,3424_3,3424_4,3424_5,3424_6,3424_7,3424_8,3424_9,3424_10,3424_11,3424_12,3424_13,3424_14,3424_15,3481_1,3481_2,3481_3,3481_4,3481_5,3481_6,3481_7,3481_8,3481_9,3481_10,3481_11,3481_12,3481_13,3481_14,3481_15,3488_1,3488_2,3488_3,3488_4,3488_5,3488_6,3488_7,3488_8,3488_9,3488_10,3488_11,3488_12,3488_13,3488_14,3488_15,3489_1,3489_2,3489_3,3489_4,3489_5,3489_6,3489_7,3489_8,3489_9,3489_10,3489_11,3489_12,3489_13,3489_14,3489_15,3490_1,3490_2,3490_3,3490_4,3490_5,3490_6,3490_7,3490_8,3490_9,3490_10,3490_11,3490_12,3490_13,3490_14,3490_15,3516_1,3516_2,3516_3,3516_4,3516_5,3516_6,3516_7,3516_8,3516_9,3516_10,3516_11,3516_12,3516_13,3516_14,3516_15,J2292_1,J2292_2,J2292_3,J2292_4,J2292_5,J2292_6,J2292_7,J2292_8,J2292_9,J2292_10,J2292_11,J2292_12,J2292_13,J2292_14,J2292_15,3414_1,3414_2,3414_3,3414_4,3414_5,3414_6,3414_7,3414_8,3414_9,3414_10,3414_11,3414_12,3414_13,3414_14,3414_15,3416_1,3416_2,3416_3,3416_4,3416_5,3416_6,3416_7,3416_8,3416_9,3416_10,3416_11,3416_12,3416_13,3416_14,3416_15,3417_1,3417_2,3417_3,3417_4,3417_5,3417_6,3417_7,3417_8,3417_9,3417_10,3417_11,3417_12,3417_13,3417_14,3417_15,3429_1,3429_2,3429_3,3429_4,3429_5,3429_6,3429_7,3429_8,3429_9,3429_10,3429_11,3429_12,3429_13,3429_14,3429_15,3504_1,3504_2,3504_3,3504_4,3504_5,3504_6,3504_7,3504_8,3504_9,3504_10,3504_11,3504_12,3504_13,3504_14,3504_15,3505_1,3505_2,3505_3,3505_4,3505_5,3505_6,3505_7,3505_8,3505_9,3505_10,3505_11,3505_12,3505_13,3505_14,3505_15,3522_1,3522_2,3522_3,3522_4,3522_5,3522_6,3522_7,3522_8,3522_9,3522_10,3522_11,3522_12,3522_13,3522_14,3522_15,361_1,361_2,361_3,361_4,361_5,361_6,361_7,361_8,361_9,361_10,361_11,361_12,361_13,361_14,361_15,363_1,363_2,363_3,363_4,363_5,363_6,363_7,363_8,363_9,363_10,363_11,363_12,363_13,363_14,363_15,293_1,293_2,293_3,293_4,293_5,293_6,293_7,293_8,293_9,293_10,293_11,293_12,293_13,293_14,293_15,3411_1,3411_2,3411_3,3411_4,3411_5,3411_6,3411_7,3411_8,3411_9,3411_10,3411_11,3411_12,3411_13,3411_14,3411_15,3418_1,3418_2,3418_3,3418_4,3418_5,3418_6,3418_7,3418_8,3418_9,3418_10,3418_11,3418_12,3418_13,3418_14,3418_15,3501_1,3501_2,3501_3,3501_4,3501_5,3501_6,3501_7,3501_8,3501_9,3501_10,3501_11,3501_12,3501_13,3501_14,3501_15,3502_1,3502_2,3502_3,3502_4,3502_5,3502_6,3502_7,3502_8,3502_9,3502_10,3502_11,3502_12,3502_13,3502_14,3502_15,3530_1,3530_2,3530_3,3530_4,3530_5,3530_6,3530_7,3530_8,3530_9,3530_10,3530_11,3530_12,3530_13,3530_14,3530_15,3534_1,3534_2,3534_3,3534_4,3534_5,3534_6,3534_7,3534_8,3534_9,3534_10,3534_11,3534_12,3534_13,3534_14,3534_15,3605_1,3605_2,3605_3,3605_4,3605_5,3605_6,3605_7,3605_8,3605_9,3605_10,3605_11,3605_12,3605_13,3605_14,3605_15,3606_1,3606_2,3606_3,3606_4,3606_5,3606_6,3606_7,3606_8,3606_9,3606_10,3606_11,3606_12,3606_13,3606_14,3606_15,18899_1,18899_2,18899_3,18899_4,18899_5,18899_6,18899_7,18899_8,18899_9,18899_10,18899_11,18899_12,18899_13,18899_14,18899_15,3476_1,3476_2,3476_3,3476_4,3476_5,3476_6,3476_7,3476_8,3476_9,3476_10,3476_11,3476_12,3476_13,3476_14,3476_15,3483_1,3483_2,3483_3,3483_4,3483_5,3483_6,3483_7,3483_8,3483_9,3483_10,3483_11,3483_12,3483_13,3483_14,3483_15,3498_1,3498_2,3498_3,3498_4,3498_5,3498_6,3498_7,3498_8,3498_9,3498_10,3498_11,3498_12,3498_13,3498_14,3498_15,50810B_1,50810B_2,50810B_3,50810B_4,50810B_5,50810B_6,50810B_7,50810B_8,50810B_9,50810B_10,50810B_11,50810B_12,50810B_13,50810B_14,50810B_15,50810C_1,50810C_2,50810C_3,50810C_4,50810C_5,50810C_6,50810C_7,50810C_8,50810C_9,50810C_10,50810C_11,50810C_12,50810C_13,50810C_14,50810C_15,50810E_1,50810E_2,50810E_3,50810E_4,50810E_5,50810E_6,50810E_7,50810E_8,50810E_9,50810E_10,50810E_11,50810E_12,50810E_13,50810E_14,50810E_15,3421_1,3421_2,3421_3,3421_4,3421_5,3421_6,3421_7,3421_8,3421_9,3421_10,3421_11,3421_12,3421_13,3421_14,3421_15,3425_1,3425_2,3425_3,3425_4,3425_5,3425_6,3425_7,3425_8,3425_9,3425_10,3425_11,3425_12,3425_13,3425_14,3425_15,3426_1,3426_2,3426_3,3426_4,3426_5,3426_6,3426_7,3426_8,3426_9,3426_10,3426_11,3426_12,3426_13,3426_14,3426_15,3491_1,3491_2,3491_3,3491_4,3491_5,3491_6,3491_7,3491_8,3491_9,3491_10,3491_11,3491_12,3491_13,3491_14,3491_15,3513_1,3513_2,3513_3,3513_4,3513_5,3513_6,3513_7,3513_8,3513_9,3513_10,3513_11,3513_12,3513_13,3513_14,3513_15,3517_1,3517_2,3517_3,3517_4,3517_5,3517_6,3517_7,3517_8,3517_9,3517_10,3517_11,3517_12,3517_13,3517_14,3517_15,3525_1,3525_2,3525_3,3525_4,3525_5,3525_6,3525_7,3525_8,3525_9,3525_10,3525_11,3525_12,3525_13,3525_14,3525_15,J1291_1,J1291_2,J1291_3,J1291_4,J1291_5,J1291_6,J1291_7,J1291_8,J1291_9,J1291_10,J1291_11,J1291_12,J1291_13,J1291_14,J1291_15,J3295_1,J3295_2,J3295_3,J3295_4,J3295_5,J3295_6,J3295_7,J3295_8,J3295_9,J3295_10,J3295_11,J3295_12,J3295_13,J3295_14,J3295_15}
@attribute DYRK1A_N numeric
@attribute ITSN1_N numeric
@attribute BDNF_N numeric
@attribute NR1_N numeric
@attribute NR2A_N numeric
@attribute pAKT_N numeric
@attribute pBRAF_N numeric
@attribute pCAMKII_N numeric
@attribute pCREB_N numeric
@attribute pELK_N numeric
@attribute pERK_N numeric
@attribute pJNK_N numeric
@attribute PKCA_N numeric
@attribute pMEK_N numeric
@attribute pNR1_N numeric
@attribute pNR2A_N numeric
@attribute pNR2B_N numeric
@attribute pPKCAB_N numeric
@attribute pRSK_N numeric
@attribute AKT_N numeric
@attribute BRAF_N numeric
@attribute CAMKII_N numeric
@attribute CREB_N numeric
@attribute ELK_N numeric
@attribute ERK_N numeric
@attribute GSK3B_N numeric
@attribute JNK_N numeric
@attribute MEK_N numeric
@attribute TRKA_N numeric
@attribute RSK_N numeric
@attribute APP_N numeric
@attribute Bcatenin_N numeric
@attribute SOD1_N numeric
@attribute MTOR_N numeric
@attribute P38_N numeric
@attribute pMTOR_N numeric
@attribute DSCR1_N numeric
@attribute AMPKA_N numeric
@attribute NR2B_N numeric
@attribute pNUMB_N numeric
@attribute RAPTOR_N numeric
@attribute TIAM1_N numeric
@attribute pP70S6_N numeric
@attribute NUMB_N numeric
@attribute P70S6_N numeric
@attribute pGSK3B_N numeric
@attribute pPKCG_N numeric
@attribute CDK5_N numeric
@attribute S6_N numeric
@attribute ADARB1_N numeric
@attribute AcetylH3K9_N numeric
@attribute RRP1_N numeric
@attribute BAX_N numeric
@attribute ARC_N numeric
@attribute ERBB4_N numeric
@attribute nNOS_N numeric
@attribute Tau_N numeric
@attribute GFAP_N numeric
@attribute GluR3_N numeric
@attribute GluR4_N numeric
@attribute IL1B_N numeric
@attribute P3525_N numeric
@attribute pCASP9_N numeric
@attribute PSD95_N numeric
@attribute SNCA_N numeric
@attribute Ubiquitin_N numeric
@attribute pGSK3B_Tyr216_N numeric
@attribute SHH_N numeric
@attribute BAD_N numeric
@attribute BCL2_N numeric
@attribute pS6_N numeric
@attribute pCFOS_N numeric
@attribute SYP_N numeric
@attribute H3AcK18_N numeric
@attribute EGR1_N numeric
@attribute H3MeK4_N numeric
@attribute CaNA_N numeric
@attribute Genotype {Control,Ts65Dn}
@attribute Treatment {Memantine,Saline}
@attribute Behavior {C/S,S/C}
@attribute class {c-CS-m,c-SC-m,c-CS-s,c-SC-s,t-CS-m,t-SC-m,t-CS-s,t-SC-s}

@data
311_2,0.71148,0.807054,0.351591,2.546888,5.595574,0.19917,0.165975,2.118811,0.174689,2.050484,1.075934,0.33195,0.346196,0.250207,0.894467,0.727524,1.753804,1.525173,0.367497,0.810512,0.555325,0.3574,0.163071,1.348548,3.692531,1.393914,0.246473,0.259198,0.741355,0.158645,0.389627,2.42296,0.362102,0.48036,0.361411,0.818119,0.664177,0.478838,0.59834,0.474965,0.36473,0.482711,0.216459,0.187841,0.893488,0.193156,0.963389,0.278738,0.380731,1.150631,0.106645,0.212957,0.191827,0.111362,0.134219,0.148638,0.184186,0.136346,0.233821,0.129568,0.373621,0.23515,1.13701,1.693821,0.128837,1.115681,0.684252,0.17608,0.132093,0.143588,0.111362,?,0.454352,0.11701,0.162857,0.158206,1.363189,Control,Memantine,C/S,c-CS-m
311_3,0.704633,0.802537,0.35011,2.467733,5.5484,0.205323,0.165058,2.107281,0.171401,1.938913,1.065637,0.326669,0.342113,0.243243,0.894374,0.742554,1.75717,1.521098,0.388307,0.812328,0.52813,0.362521,0.165609,1.345422,3.684915,1.37824,0.243105,0.275097,0.73952,0.154716,0.393547,2.415472,0.353144,0.491175,0.348731,0.831081,0.611142,0.457391,0.582322,0.457253,0.354523,0.464424,0.193188,0.183455,0.88573,0.196724,0.975494,0.281005,0.400961,1.176618,0.098362,0.183861,0.186705,0.112036,0.139859,0.152383,0.185825,0.133563,0.230233,0.129637,0.388302,0.237544,1.147983,1.791836,0.136339,1.044476,0.713851,0.174249,0.131126,0.132887,0.112036,?,0.454509,0.111089,0.157731,0.158543,1.404481,Control,Memantine,C/S,c-CS-m
311_4,0.677359,0.770235,0.356397,2.563223,4.975196,0.228087,0.186498,2.259045,0.190974,2.167848,0.97762,0.358262,0.376912,0.264827,0.895188,0.730511,1.711115,1.654793,0.406565,0.784222,0.520701,0.403767,0.185379,1.289444,3.514547,1.34614,0.274897,0.28329,0.726595,0.171391,0.416822,2.328422,0.398359,0.520888,0.404513,0.876725,0.774338,0.503543,0.630175,0.497762,0.400037,0.538791,0.232935,0.205356,0.8904,0.189935,0.956807,0.291245,0.283038,1.188029,0.117476,0.229896,0.188029,0.111507,0.137539,0.151053,0.181976,0.130658,0.226414,0.11872,0.363455,0.229647,1.148732,1.636213,0.149975,1.090532,0.679241,0.195656,0.157685,0.182391,0.111507,?,0.458548,0.15669,0.180153,0.195739,1.170038,Control,Memantine,C/S,c-CS-m
311_5,0.591572,0.678768,0.31248,2.164182,4.313938,0.195786,0.161102,1.975689,0.161912,1.76872,0.838574,0.306321,0.323825,0.230146,0.768558,0.613614,1.469692,1.333063,0.388006,0.672447,0.487682,0.338898,0.158185,1.07034,2.944895,1.179579,0.22966,0.239222,0.634036,0.150567,0.364344,2.007131,0.327066,0.441653,0.349919,0.76483,0.605024,0.409562,0.544571,0.427391,0.337439,0.435008,0.204862,0.168972,0.859442,0.193865,0.978376,0.280446,0.35303,1.092616,0.100159,0.205264,0.18255,0.100578,0.126729,0.160842,0.17861,0.142318,0.236191,0.126813,0.364429,0.228648,1.102087,1.657028,0.144162,1.02087,0.685693,0.188165,0.169139,0.163775,0.100578,?,0.425027,0.126896,0.172995,0.169977,1.272986,Control,Memantine,C/S,c-CS-m
311_6,0.618517,0.716672,0.319701,2.285938,4.57118,0.206927,0.171598,2.127045,0.174556,1.767316,0.871389,0.3244,0.337278,0.248869,0.831361,0.667943,1.563696,1.403411,0.403237,0.717021,0.504525,0.378698,0.173512,1.123564,3.127567,1.251827,0.234076,0.255482,0.686042,0.156979,0.382005,2.112078,0.364079,0.482945,0.370867,0.831535,0.617299,0.416638,0.572398,0.432823,0.342151,0.449356,0.213714,0.166737,0.857766,0.186121,1.000503,0.26114,0.36234,1.113535,0.089956,0.188806,0.182093,0.110682,0.133507,0.147185,0.195435,0.131409,0.224889,0.123269,0.386842,0.227994,1.102291,1.652261,0.132835,1.047243,0.702526,0.179575,0.143492,0.143073,0.110682,?,0.439456,0.11706,0.171352,0.15994,1.279936,Control,Memantine,C/S,c-CS-m
311_7,0.702608,0.699581,0.38775,2.437587,4.449231,0.2585,0.197019,2.091057,0.182115,2.171402,0.886353,0.34327,0.388449,0.321146,0.900792,0.692594,1.655799,1.671169,0.421053,0.772706,0.492082,0.397997,0.197019,1.136004,3.235212,1.267583,0.274336,0.266884,0.684909,0.187937,0.424779,2.078947,0.403586,0.556823,0.435491,0.909874,0.828598,0.505356,0.654867,0.505822,0.433628,0.551933,0.28109,0.173285,0.804103,0.191595,0.954555,0.283256,0.243437,1.105559,0.11306,0.223472,0.19347,0.104897,0.13512,0.143614,0.167218,0.130267,0.200419,0.107876,0.367196,0.237481,1.116589,1.562762,0.153541,1.178138,0.679021,0.194353,0.16788,0.202294,0.104897,?,0.407346,0.148026,0.215089,0.239907,1.178248,Control,Memantine,C/S,c-CS-m
311_8,0.598869,0.690271,0.349774,2.308371,4.229412,0.221493,0.187104,2.045475,0.176697,1.922172,0.850452,0.34638,0.369457,0.279186,0.85,0.654751,1.580317,1.51629,0.417647,0.743439,0.473077,0.377602,0.184163,1.112217,3.119005,1.261312,0.263348,0.264253,0.669231,0.1819,0.411086,2.043439,0.381448,0.530769,0.426018,0.883937,0.720136,0.446833,0.616968,0.484163,0.413801,0.554299,0.255204,0.159955,0.768528,0.190073,0.963339,0.28291,0.323068,0.988832,0.09656,0.213988,0.181726,0.112352,0.147772,0.150592,0.159052,0.143937,0.215454,0.110434,0.349126,0.236999,1.06238,1.611957,0.150592,1.118669,0.691483,0.192329,0.1674,0.178342,0.112352,?,0.471517,0.147208,0.234179,0.197067,1.219966,Control,Memantine,C/S,c-CS-m
311_9,0.561867,0.641892,0.308488,2.157728,4.020693,0.216427,0.173775,1.940878,0.168074,1.728041,0.822213,0.317356,0.327703,0.236909,0.794552,0.615498,1.475718,1.34734,0.40435,0.685389,0.393792,0.353885,0.166174,1.020481,2.804265,1.175042,0.226351,0.244721,0.620777,0.16723,0.378378,1.910262,0.357897,0.50549,0.383446,0.836993,0.633657,0.406461,0.567779,0.42103,0.349873,0.448902,0.228674,0.152477,0.717713,0.186975,0.937749,0.280296,0.31203,0.98253,0.086024,0.186533,0.166851,0.103605,0.121296,0.1454,0.153804,0.129478,0.216718,0.118863,0.366431,0.231203,1.06004,1.582707,0.142525,0.979544,0.683989,0.181889,0.155462,0.160438,0.103605,?,0.444272,0.134454,0.18985,0.183547,1.24613,Control,Memantine,C/S,c-CS-m
311_10,0.55097,0.561356,0.320853,2.197868,3.558896,0.23777,0.194589,1.783821,0.178191,1.831375,0.711943,0.334244,0.356655,0.269199,0.822629,0.614649,1.424706,1.393823,0.394643,0.660836,0.469527,0.375512,0.192949,0.953813,2.594698,1.094015,0.26592,0.258541,0.607816,0.179557,0.376879,1.76633,0.399836,0.573927,0.478273,0.891774,0.83848,0.494124,0.613556,0.491118,0.441104,0.547144,0.31894,0.165346,0.7871,0.190763,0.983055,0.269063,0.251571,1.017628,0.121755,0.249932,0.169172,0.104263,0.13296,0.144438,0.164253,0.099754,0.193222,0.102897,0.400793,0.245286,1.045778,1.574884,0.166029,1.154414,0.677234,0.218912,0.193632,0.198961,0.104263,?,0.430309,0.170812,0.228614,0.233124,1.07748,Control,Memantine,C/S,c-CS-m
311_11,0.538413,0.701865,0.384445,2.482137,4.109706,0.288018,0.223206,2.082833,0.202023,1.965223,0.839077,0.402782,0.416377,0.346506,0.934556,0.69902,1.640847,1.531774,0.47202,0.742333,0.498261,0.426178,0.241227,1.091369,2.87006,1.314891,0.296554,0.306671,0.694594,0.21878,0.460955,2.034145,0.447992,0.651597,0.559595,1.035093,0.859943,0.550743,0.734429,0.562441,0.504268,0.596902,0.392033,0.150109,0.746725,0.193504,0.929039,0.260917,0.291212,0.895469,0.095388,0.198826,0.165939,0.09798,0.125546,0.14738,0.155977,0.133324,0.192686,0.105759,0.413892,0.255049,1.031386,1.554312,0.165393,1.068368,0.657069,0.177129,0.222434,0.170033,0.09798,?,0.40625,0.167849,0.216976,0.206741,1.144378,Control,Memantine,C/S,c-CS-m
311_12,0.521127,0.583045,0.304279,2.053415,3.381345,0.251661,0.189476,1.800957,0.178049,1.517672,0.733989,0.317566,0.327664,0.29232,0.774648,0.588095,1.352113,1.216848,0.404996,0.60962,0.445921,0.3654,0.193994,0.910975,2.401541,1.117194,0.243954,0.247409,0.592081,0.18363,0.395163,1.705023,0.386925,0.552219,0.458942,0.854372,0.672602,0.439809,0.592612,0.45097,0.410045,0.478342,0.300292,0.152731,0.740991,0.19299,0.958333,0.251126,0.313908,0.926239,0.086149,0.191723,0.154279,0.110079,0.132461,0.149775,0.161318,0.137528,0.204673,0.104448,0.406109,0.244651,1.045327,1.584882,0.157658,1.027168,0.688345,0.181869,0.179758,0.168637,0.110079,?,0.389358,0.148226,0.269003,0.243806,1.238457,Control,Memantine,C/S,c-CS-m
311_13,0.488372,0.540086,0.29131,1.913403,2.873623,0.215422,0.210526,1.414933,0.162485,1.689412,0.685741,0.301408,0.30967,0.243268,0.732864,0.551714,1.222766,1.260098,0.366585,0.593329,0.430233,0.335985,0.188188,0.806916,2.119339,0.971848,0.23776,0.238066,0.488984,0.177173,0.365361,1.421053,0.382803,0.564565,0.456854,0.826193,0.827111,0.486842,0.621481,0.48011,0.485312,0.549572,0.330171,0.156718,0.704835,0.179083,0.902032,0.239408,0.170106,0.711608,0.118601,0.211529,0.15593,0.075445,0.113719,0.106316,0.1427,0.117341,0.16286,0.090723,0.372815,0.245078,0.945818,1.402583,0.172468,1.103323,0.620413,0.225862,0.196251,0.198299,0.075445,?,0.411246,0.155773,0.222555,0.267759,0.981414,Control,Memantine,C/S,c-CS-m
311_14,0.514855,0.564791,0.316056,1.957016,2.978824,0.250632,0.175095,1.487358,0.162137,1.678571,0.686157,0.300253,0.328066,0.268015,0.765171,0.555942,1.261694,1.213021,0.445006,0.616941,0.406764,0.345449,0.191846,0.829646,2.10493,0.961125,0.23641,0.248736,0.513274,0.187737,0.389381,1.512958,0.408344,0.586599,0.509798,0.882743,0.800253,0.500316,0.633692,0.474399,0.455436,0.52086,0.340392,0.135913,0.684522,0.180365,0.853694,0.225136,0.232651,0.699712,0.090502,0.204349,0.152542,0.091461,0.121202,0.136553,0.143428,0.135593,0.179245,0.099456,0.342501,0.233291,0.966421,1.403902,0.179725,1.030061,0.619923,0.182283,0.173969,0.161657,0.091461,?,0.408219,0.148705,0.215222,0.217621,0.994404,Control,Memantine,C/S,c-CS-m
311_15,0.4851,0.556375,0.28725,1.892166,2.847005,0.223041,0.177573,1.462366,0.169892,1.537942,0.695853,0.280799,0.301382,0.292473,0.727803,0.532412,1.20553,1.12596,0.4,0.568971,0.421198,0.349309,0.191091,0.824885,2.04424,0.976037,0.22427,0.238095,0.492166,0.185561,0.366513,1.421198,0.36129,0.566513,0.488479,0.871889,0.681106,0.470661,0.614747,0.459293,0.428571,0.494931,0.326882,0.142459,0.626822,0.183887,0.890454,0.24431,0.239234,0.770755,0.081218,0.199116,0.146881,0.093172,0.125102,0.128377,0.136401,0.128541,0.172589,0.101195,0.38857,0.235467,1.020141,1.424922,0.159325,1.009989,0.640413,0.174554,0.165875,0.151302,0.093172,?,0.361061,0.143278,0.218929,0.208286,1.030948,Control,Memantine,C/S,c-CS-m
320_1,0.627582,0.954187,0.446958,2.930717,5.915039,0.197897,0.185599,1.765115,0.232257,1.808111,1.022813,0.348667,0.348291,0.245963,1.083177,1.008637,2.12899,1.603736,0.361904,1.028539,0.534548,0.400676,0.175836,2.407811,4.643823,1.533421,0.271217,0.322475,0.887627,0.168044,0.442922,2.747559,0.358149,0.537646,0.38359,0.79938,0.645043,0.538303,0.70935,0.488265,0.368757,0.527037,0.214514,0.248877,1.223802,0.172713,0.605805,0.355595,0.676687,1.951281,0.135249,0.150501,0.202873,0.148773,0.185794,0.219754,0.353719,0.119354,0.220791,0.124735,0.571351,0.303668,1.788785,2.221383,0.148823,1.180117,0.833704,0.211462,0.1274,0.120835,0.148773,0.120885,0.541241,0.121674,0.158103,?,1.649983,Control,Memantine,C/S,c-CS-m
320_2,0.651253,0.962021,0.464964,2.992689,5.975028,0.20281,0.188473,1.807824,0.25902,1.960691,1.053551,0.353874,0.362704,0.260634,1.122294,1.041018,2.196449,1.854728,0.365742,1.042822,0.550038,0.414831,0.180972,2.473889,4.892803,1.563331,0.275351,0.332985,0.892423,0.172902,0.462685,2.801842,0.395367,0.561717,0.394512,0.823205,0.678599,0.563521,0.776016,0.506551,0.38834,0.537125,0.234523,0.248038,1.216307,0.16728,0.612683,0.350499,0.637341,2.060217,0.130801,0.158657,0.205746,0.14766,0.189226,0.211704,0.343087,0.124939,0.21558,0.121597,0.569082,0.320415,1.763879,2.215774,0.162581,1.066127,0.838388,0.222265,0.134822,0.130462,0.14766,0.12896,0.525966,0.12678,0.163405,?,1.638988,Control,Memantine,C/S,c-CS-m
320_3,0.644346,0.967179,0.470056,3.073847,5.927379,0.205131,0.18259,1.783552,0.258795,2.147883,1.025842,0.36169,0.368386,0.259549,1.13515,1.056588,2.238517,1.956427,0.379421,1.058568,0.555032,0.410921,0.191738,2.578233,4.804018,1.579742,0.283127,0.340375,0.8922,0.170895,0.459964,2.856078,0.383854,0.57314,0.402339,0.867207,0.730548,0.598416,0.740357,0.53947,0.40564,0.574932,0.235216,0.236124,1.200436,0.182244,0.603165,0.351726,0.59031,2.21111,0.122888,0.168043,0.208975,0.143169,0.182755,0.204102,0.335484,0.120614,0.2009,0.124838,0.537034,0.313997,1.672823,2.098199,0.166326,1.063393,0.806386,0.227446,0.124327,0.118851,0.143169,0.129154,0.508214,0.122796,0.160293,?,1.564925,Control,Memantine,C/S,c-CS-m
320_4,0.568229,0.812018,0.393465,2.60678,5.808102,0.218211,0.179905,2.312324,0.209154,1.733692,0.906988,0.33729,0.335699,0.250643,0.95998,0.862196,1.949823,1.661241,0.374128,0.939909,0.493452,0.405948,0.175376,1.748134,4.039652,1.473626,0.267532,0.292498,0.810794,0.16583,0.406927,2.418431,0.342431,0.521478,0.392853,0.761351,0.639824,0.468364,0.678987,0.467752,0.354547,0.479134,0.202056,0.230263,1.151953,0.166145,0.724477,0.341942,0.59899,1.787828,0.124912,0.156875,0.202583,0.140063,0.181998,0.206738,0.292974,0.122611,0.207313,0.117113,0.571438,0.292143,1.651346,2.207185,0.148373,1.291057,0.844211,0.207185,0.145496,0.116218,0.140063,0.127661,0.561721,0.123122,0.156108,?,1.682222,Control,Memantine,C/S,c-CS-m
